,title,author_last,author_first
688,rose in bloom a sequel to eight cousins,alcott, louisa may
689,around the world in eighty days,verne, jules
690,it s like this cat,neville, emily cheney
691,kim ,kipling, rudyard
692,the prince and the pauper and those extraordinary twins ,twain, mark
693,careers for legal eagles other law and order types,camenson, blythe 
694,cool careers without college for people who are really good at science math,mcguinness, daniel 
695,the bread bible,beranbaum, rose levy 
696,monster survival guide,dakota, heather
697,the snow queen,ehrlich, amy
698,the tea dragon society,o neill, katie
699,goosebumps graphic novel ,stine, r l 
700,the stonekeeper,kibuishi, kazu
701,scarlett hart monster hunter,sedgwick, marcus
702,love your heart,mcgraw, tim 
703,a very brave witch,mcghee, alison
704,frankie stein,schaefer, lola m 
705,rapunzel s revenge,hale, shannon 
706,the witch boy,ostertag, molly
707,pashmina,chanani, nidhi
708,one tiny turtle,davies, nicola
709,pirateology the sea journal of captain william lubber pirate hunter general boston massachusetts,steer, dugald 
710,wings of fire the dark secret the graphic novel,sutherland, tui
711,the last dragon,yolen, jane 
712,calamity jack,hale, shannon 
713,don t let the pigeon drive the bus ,willems, mo 
714,how do dinosaurs say good night ,yolen, jane 
715,seven blind mice,young, ed 
716,the tortoise and the jackrabbit,lowell, susan
717,haunted heartland from the american midwest,scott, beth
718,the house in the night,swanson, susan marie
719,the thing lou couldn t do,spires, ashley
720,don t know much about the presidents,davis, kenneth c 
721,the big book of beasts,zommer, yuval
722,cars trucks planes and trains,rindone, nancy
723,my very first book of words,carle, eric
724,my very first book of animal homes,carle, eric 
725,speaking for myself faith freedom and the fight of our lives inside the trump white house,sanders, sarah huckabee
726,the great white shark,green, sara
727,the mako shark,green, sara
728,moonwalk the first trip to the moon,donnelly, judy 
729,i want to be an astronaut,maze, stephanie 
730,the lego adventure book cars castles dinosaurs more ,rothrock, megan 
731,a dinosaur s day,thomson, ruth
732,what do you do if you work at the zoo ,jenkins, steve
733,crystals,hirsch, rebecca e 
734,there s no place like space,rabe, tish 
735,the everything vegan paleo cookbook,fortney, daelyn
736,we love the dirt,johnston, tony
737, liftoff ,sander, sonia 
738,piloted space flights ,asimov, isaac
739,lizards,o shea, mark
740,the blue shark,green, sara
741,amazing aquarium,jennings, terry j 
742,hedgehug a sharp lesson in love,sutton, benn 
743,give me back my bones ,norman, kim
744,moonshot the flight of apollo ,floca, brian 
745,heaven your real home,tada, joni eareckson 
746,tilly the novel,peretti, frank e 
747,this present darkness,peretti, frank e 
748,nightmare academy,peretti, frank e 
749,the amish widow s secret,williford, cheryl 
750,miracles a preliminary study,lewis, c s 
751,harry potter and the sorcerer s stone,rowling, j k 
752,alexander the great,pancella, peggy 
753,forever for a year,gottfred, b t 
754,click,miller, kayla
755,cutie honey a go go ,nagai, go
756,neverworld wake,pessl, marisha
757,miss peregrine s home for peculiar children the graphic novel,riggs, ransom
758,flora ulysses the illuminated adventures,dicamillo, kate
759,evvie drake starts over,holmes, linda
760,new kid,craft, jerry
761,sarah s key,rosnay, tatiana de
762,the screwtape letters,lewis, c s 
763,crazy rich asians,kwan, kevin
764,outlander,gabaldon, diana 
765,the guernsey literary and potato peel pie society,shaffer, mary ann 
766,unbroken an olympian s journey from airman to castaway to captive,hillenbrand, laura 
767,blessed are the merciful,lacy, al 
768,dune,herbert, frank
769,children of dune,herbert, frank 
770,dune messiah ,herbert, frank 
771,when breaks the dawn,oke, janette
772,i love you stinky face,mccourt, lisa
773,pete the cat the wheels on the bus,dean, james
774,ultimate showdown books in ,pallotta, jerry
775,dog man,pilkey, dav
776,dog man lord of the fleas,pilkey, dav
777,all this time,daughtry, mikki
778,spanish for dummies audio set,langemeier, jessica 
779,claudia and mean janine a graphic novel,telgemeier, raina
780,shadow of the shark,osborne, mary pope
781, habits of highly effective teens the,covey, sean
782,warriors in winter,osborne, mary pope
783,hurricane heroes in texas,osborne, mary pope
784,balto of the blue dawn,osborne, mary pope
785,ghost town at sundown,osborne, mary pope
786,a ghost tale for christmas time,osborne, mary pope 
787,summer of the sea serpent,osborne, mary pope 
788,big red,kjelgaard, jim
789,forgiven,kingsbury, karen
790,found,kingsbury, karen 
791,fame,kingsbury, karen
792,sunrise,kingsbury, karen
793,summer,kingsbury, karen
794,leaving,kingsbury, karen 
795,loving,kingsbury, karen 
796,learning,kingsbury, karen 
797,longing,kingsbury, karen 
798,coming home,kingsbury, karen 
799,in this moment a novel,kingsbury, karen
800,between sundays,kingsbury, karen
801,covenant child,blackstock, terri
802,hopeless a novel,hoover, colleen 
803,you can cook,karmel, annabel 
804,break the siege make your own catapults,ives, rob
805,big nate lives it up,peirce, lincoln
806,the cheese experiment ,stilton, geronimo
807,the artemis fowl files,colfer, eoin 
808,surprise the enemy make your own traps and triggers,ives, rob
809,the broken road,evans, richard paul
810,letter from home,hart, carolyn g 
811,the pioneer woman cooks dinnertime comfort classics freezer food minute meals and other delicious ways to solve supper ,drummond, ree
812,the cruel prince,black, holly
813,the wicked king,black, holly
814,the queen of nothing,black, holly
815,shh night animals level ,kenah, katharine
816,the woman in cabin ,ware, ruth
817,the berenstain bears and the trouble with friends,berenstain, stan
818,pete the cat and the cool cat boogie,dean, kim
819,rowley jefferson s awesome friendly adventure,kinney, jeff
820,one by one,ware, ruth
821,the high season a novel,blundell, judy
822,silence for the dead,st james, simone 
823,a good night for ghosts,osborne, mary pope
824,diary of a wimpy kid dog days,kinney, jeff 
825,diary of a wimpy kid the ugly truth,kinney, jeff 
826,diary of a wimpy kid cabin fever,kinney, jeff 
827,myths busted just when you thought you knew what you knew ,krieger, emily 
828,diary of a wimpy kid hard luck,kinney, jeff 
829,diary of a wimpy kid the long haul,kinney, jeff 
830,diary of a wimpy kid old school,kinney, jeff
831,under the sea origami,nguyen, duy
832,hidden salem,hooper, kay
833,the beach house,green, jane
834,winter sisters,oliveira, robin
835,the dangerous gift,sutherland, tui
836,darkstalker,sutherland, tui
837,the dragonet prophecy graphic novel,sutherland, tui
838,the lost heir the graphic novel ,sutherland, tui
839,sea monsters,miles, liz 
840,hawks,hamilton, sue l 
841,alligators crocodiles ,stoops, erik d 
842,dude ranch o death ,lobdell, scott
843,a forest divided,hunter, erin
844,night road,hannah, kristin 
845,winter garden,hannah, kristin 
846,the mother in law,hepworth, sally
847,a long time gone,white, karen
848,the last house on the street,chamberlain, diane
849, trillion good bacteria living in the human body,rockett, paul
850,alive the living breathing human body book,ganeri, anita
851,owls,hamilton, sue l 
852,the world of owls ,saintsing, david 
853,ancient construction from tents to towers,woods, michael
854,your body blood and lungs ,vevers, gwynne
855,birds and mammals,bender, lionel 
856,disgusting plants,miller, connie colwell
857,how the ostrich got its long neck,aardema, verna
858,diary of a wimpy kid double down,kinney, jeff
859,the fifth garfield treasury,davis, jim 
860,super paper airplanes biplanes to space planes,schmidt, norman 
861,diary of a wimpy kid the third wheel,kinney, jeff 
862, summers,hilderbrand, elin
863,the castaways a novel,hilderbrand, elin 
864,the night she disappeared,jewell, lisa
865,the kingfisher first encyclopedia of animals,burnie, david 
866,chimps and baboons ,d aulaire, emily 
867,volcanoes and earthquakes,bramwell, martyn 
868,ultimate shark rumble,pallotta, jerry
869,the mysterious undersea world,cook, jan leslie 
870,caves,morris, neil
871,kingdom undersea creatures,dixon, dougal
872,what happens when volcanoes erupt ,butler, daphne
873,earthquakes volcanoes,oxlade, chris 
874,cat kid comic club perspectives,pilkey, dav
875,the last kids on earth and the midnight blade,brallier, max
876,the bad guys in alien vs bad guys,blabey, aaron
877,bad guys in intergalactic gas,blabey, aaron 
878,the bad guys in the furball strikes back,blabey, aaron
879,plagues the microscopic battlefield,koch, falynn
880,smelly skunks,nichols, catherine 
881,mind blowing mammals ,elliott, leslee 
882,the lady s mine,rivers, francine
883,winter in paradise,hilderbrand, elin
884,the island a novel,hilderbrand, elin 
885,monster blood,stine, r l 
886,cry of the cat,stine, r l 
887,last kids on earth and the skeleton road,brallier, max
888,diary of a wimpy kid the deep end,kinney, jeff
889,the monster health book a guide to eating healthy being active feeling great for monsters kids ,miller, edward
890,bodies from the bog,deem, james m 
891,i survived true stories nature attacks ,tarshis, lauren
892,what happens in paradise,hilderbrand, elin
893,llama llama home with mama,dewdney, anna 
894,ocean,sayre, april pulley
895,seashores ,zim, herbert s 
896,exploring the sea,rogers, daniel
897,a tale of witchcraft ,colfer, chris
898,wedgie gizmo,selfors, suzanne
899,big shot,kinney, jeff
900,hammerhead sharks ,palmer, sarah
901,wiggling worms at work,pfeffer, wendy
902,curious george goes to the aquarium,rey, margaret and h a 
903,insect,mound, l a 
904,web weavers and other spiders,kalman, bobbie 
905,african critters,hass, robert
906,germs make me sick ,berger, melvin 
907,the berenstain bears and the mansion mystery,berenstain, stan
908,snuggle puppy a little love song,boynton, sandra
909,barnyard dance ,boynton, sandra 
910,bedtime for batman,dahl, michael
911,big nate goes for broke,peirce, lincoln 
912,dog man a tale of two kitties,pilkey, dav
913,great dog stories,terhune, albert payson
914,say hello like this ,murphy, mary
915,let s go to school,tomaselli, doris
916,blow it up ,edison, erin 
917,big nate flips out,peirce, lincoln
918,the velveteen rabbit or how toys became real,willliams, margery 
919,the great kapok tree a tale of the amazon rain forest,cherry, lynne 
920,hey al,yorinks, arthur
921,put me in the zoo,lopshire, robert 
922,the little christmas tree,mayer, mercer
923,turkey trick or treat,silvano, wendi
924,the vanishing pumpkin,johnston, tony 
925,the happy elf,connick, harry
926,the legend of the candy cane,walburg, lori 
927,federico and the wolf,gomez, rebecca j 
928,ya yas in bloom a novel cd ,wells, rebecca
929,lady killer cd ,scottoline, lisa
930,everywhere that mary went cd ,scottoline, lisa
931,devil s corner cd ,scottoline, lisa
932,the fortune teller,womack, gwendolyn
933,everlasting cd ,woodiwiss, kathleen e 
934,dark harbor cd ,woods, stuart
935,hot mahogany,woods, stuart 
936,dirty work,woods, stuart
